,userid,event_name,event_attributes,event_created_date,Subscription Premium Cancel,last date Subscription Premium Cancel,Membership YM,last date Subscription Premium,2 days had not passedSubscription Premium,last date Sign Up Success,2 days had not passedSign Up Success
4762,4260d7d2ac838b5e5b80a52516f78f5b,Subscription Premium,"{'Start Date': '2022-02-16', 'Renewal Date': '2022-03-17', 'Membership Type': 'Monthly'}",2022-02-16 14:08:28,0,2022-04-16 20:50:39,0,2022-02-16 14:08:28,0,2022-02-16 14:03:54,0
4781,430d96d025d9c30dbd62aa4fd3591e98,Subscription Premium,"{'Start Date': '2022-01-16', 'Renewal Date': '2022-02-17', 'Membership Type': 'Monthly'}",2022-01-16 19:24:28,1,2022-01-17 23:30:54,0,2022-01-16 19:24:28,1,2022-01-16 19:22:16,1
4792,4359ebe5e116311852440785e34f916e,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 16:21:20,1,2022-03-19 17:00:34,0,2022-03-19 16:21:20,1,2022-03-19 16:16:35,1
4805,4383288d6bab753c11fc2f4ea43b1eb8,Subscription Premium,"{'Start Date': '2022-03-18', 'Renewal Date': '2022-04-19', 'Membership Type': 'Monthly'}",2022-03-18 19:58:36,0,2022-04-16 20:50:39,0,2022-03-18 19:58:36,0,2022-03-18 19:46:39,0
4838,43acfb851b122c9a40e9bfbf4e76a987,Subscription Premium,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-06', 'Membership Type': 'Monthly'}",2022-04-05 17:04:15,0,2022-04-16 20:50:39,0,2022-04-05 17:04:15,0,2022-04-05 17:00:43,0
4844,43b4c442aeac033aa6cc97df88b5aed8,Subscription Premium,"{'Start Date': '2022-03-25', 'Renewal Date': '2022-04-26', 'Membership Type': 'Monthly'}",2022-03-25 19:47:13,1,2022-04-01 23:44:51,0,2022-03-25 19:47:13,0,2022-03-25 19:41:23,0
4857,441ffbb3d0324236d47a0f7e1ebd02f9,Subscription Premium,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 15:15:09,0,2022-04-16 20:50:39,0,2022-03-14 15:15:09,0,2022-03-14 14:58:40,0
4937,4574a7082953f5413fa884d53d878986,Subscription Premium,"{'Start Date': '2022-03-08', 'Renewal Date': '2022-04-09', 'Membership Type': 'Monthly'}",2022-03-08 22:52:41,0,2022-04-16 20:50:39,0,2022-03-08 22:52:41,0,2022-03-08 22:48:52,0
4948,459e6058a0128608eca6f2e4baffcbb6,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 16:55:13,1,2022-03-19 22:02:02,0,2022-03-19 16:55:13,1,2022-03-19 16:52:13,1
4957,4625f7ed22e911f5290a3660feb4efdb,Subscription Premium,"{'Start Date': '2022-01-18', 'Renewal Date': '2022-02-19', 'Membership Type': 'Monthly'}",2022-01-19 04:56:42,0,2022-04-16 20:50:39,0,2022-01-19 04:56:42,0,2022-01-19 04:52:45,0
4978,466f747de57099409c4d851f2775613f,Subscription Premium,"{'Start Date': '2022-02-18', 'Renewal Date': '2022-03-19', 'Membership Type': 'Monthly'}",2022-02-18 22:15:06,0,2022-04-16 20:50:39,0,2022-02-18 22:15:06,0,2022-02-13 00:25:43,0
5077,46893f70a2c99e6ad111c032fb602758,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 19:57:16,0,2022-04-16 20:50:39,0,2022-04-08 19:57:16,0,2022-04-08 19:53:50,0
5089,46c1d5ea297bd502e2d7f9dba6056bdd,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-15 12:22:20,0,2022-04-16 20:50:39,0,2022-02-15 12:22:20,0,2022-02-15 12:15:32,0
5137,473e8564480e721b794006b4362b0a2d,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 19:53:38,1,2022-03-01 20:01:17,0,2022-02-19 19:53:38,0,2022-02-19 19:22:28,0
5152,4858d7c1242de839319efebd510e5833,Subscription Premium,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-10 02:00:03,0,2022-04-16 20:50:39,0,2022-04-10 02:00:03,0,2022-04-10 01:55:58,0
5246,494d52061c082cec80e62b80d0042d72,Subscription Premium,"{'Start Date': '2022-03-04', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-04 22:36:06,0,2022-04-16 20:50:39,0,2022-03-04 22:36:06,0,2022-03-01 18:40:25,0
5253,49955bcc5e4bac51a23b38fbb847e910,Subscription Premium,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 21:19:01,0,2022-04-16 20:50:39,0,2022-04-11 21:19:01,0,2022-04-11 20:52:08,0
5261,4a6d90a42a49fb43ebd0ea82f406d34d,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 21:23:47,0,2022-04-16 20:50:39,0,2022-02-04 21:23:47,0,2022-02-04 21:20:46,0
5273,4aa64a1cb0dc8a8d3147562ce234a3e5,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-26 22:14:49,1,2022-03-26 14:39:10,0,2022-02-26 22:14:49,0,2022-02-26 22:12:18,0
5306,4b05850de2b0726430f0c171c75d5f87,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-06 01:23:07,0,2022-04-16 20:50:39,0,2022-03-06 01:23:07,0,2022-03-06 01:11:48,0
5311,4b05befff3a1d4b162b82ed9054cf712,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 17:38:27,0,2022-04-16 20:50:39,0,2022-03-19 17:38:27,0,2022-04-16 20:50:39,1
5320,4b5f8f36415758d07940d6b9285a0b88,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-03 04:13:15,0,2022-04-16 20:50:39,0,2022-03-03 04:13:15,0,2022-03-03 03:56:56,0
5324,4b98d821327ceee07c9356467b38baaa,Subscription Premium,"{'Start Date': '2022-03-23', 'Renewal Date': '2022-04-24', 'Membership Type': 'Monthly'}",2022-03-23 22:16:28,0,2022-04-16 20:50:39,0,2022-03-23 22:16:28,0,2022-04-16 20:50:39,1
5436,4c14e25c7133054ff3ffd583ea798a4b,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-16 04:12:42,0,2022-04-16 20:50:39,0,2022-02-16 04:12:42,0,2022-02-16 04:08:50,0
5447,4c36cc224295123abac39e074804f1d2,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 17:53:31,0,2022-04-16 20:50:39,0,2022-03-19 17:53:31,0,2022-03-19 17:11:24,0
5454,4c6ed7c9dfdd8bb6a46f0abdbfbd7cb8,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 19:53:32,0,2022-04-16 20:50:39,0,2022-02-12 19:53:32,0,2022-02-12 19:48:24,0
5460,4c94765da12237b4781eae5871bba09b,Subscription Premium,"{'Start Date': '2022-03-28', 'Renewal Date': '2022-04-29', 'Membership Type': 'Monthly'}",2022-03-28 20:28:04,0,2022-04-16 20:50:39,0,2022-03-28 20:28:04,0,2022-03-28 20:24:14,0
5467,4d173c7fcb0f6bacfd31227558490c0d,Subscription Premium,"{'Start Date': '2022-02-25', 'Renewal Date': '2022-03-26', 'Membership Type': 'Monthly'}",2022-02-25 23:08:22,0,2022-04-16 20:50:39,0,2022-02-25 23:08:22,0,2022-02-25 23:04:33,0
5473,4d19655d46028f8d76299fcda129e9d2,Subscription Premium,"{'Start Date': '2022-02-17', 'Renewal Date': '2022-03-18', 'Membership Type': 'Monthly'}",2022-02-17 12:57:13,0,2022-04-16 20:50:39,0,2022-02-17 12:57:13,0,2022-02-17 12:47:27,0
5517,4e163599d4c5f2ea99f1e362574395c4,Subscription Premium,"{'Start Date': '2022-03-29', 'Renewal Date': '2022-04-30', 'Membership Type': 'Monthly'}",2022-03-29 10:39:14,0,2022-04-16 20:50:39,0,2022-03-29 10:39:14,0,2022-03-29 10:30:41,0
5521,4e8c6c9508d1baa221a0603ca797c09f,Subscription Premium,"{'Start Date': '2022-03-21', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 11:43:10,0,2022-04-16 20:50:39,0,2022-03-21 11:43:10,0,2022-03-17 20:08:41,0
5535,4eb4c6847976cea22cfa60d254ea7955,Subscription Premium,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-15', 'Membership Type': 'Monthly'}",2022-04-14 21:49:56,0,2022-04-16 20:50:39,0,2022-04-14 21:49:56,0,2022-04-14 21:44:12,0
5546,4ec04eeaeb92999f172d715b14778cc1,Subscription Premium,"{'Start Date': '2022-03-29', 'Renewal Date': '2022-04-30', 'Membership Type': 'Monthly'}",2022-03-29 13:57:11,0,2022-04-16 20:50:39,0,2022-03-29 13:57:11,0,2022-03-28 02:12:57,0
5554,4eec281375b6d8de355bc7f5ce6107f5,Subscription Premium,"{'Start Date': '2022-03-04', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-04 14:20:06,1,2022-03-19 15:54:04,0,2022-03-04 14:20:06,0,2022-03-04 14:15:47,0
5576,4f915b8fd0e0b00021ee799a232e80d7,Subscription Premium,"{'Start Date': '2022-04-03', 'Renewal Date': '2022-05-04', 'Membership Type': 'Monthly'}",2022-04-04 04:02:36,0,2022-04-16 20:50:39,0,2022-04-04 04:02:36,0,2022-04-04 03:57:03,0
5585,4fba4b79bfe1c7f4ce494d72b528e408,Subscription Premium,"{'Start Date': '2022-02-03', 'Renewal Date': '2022-03-04', 'Membership Type': 'Monthly'}",2022-02-03 16:34:56,0,2022-04-16 20:50:39,0,2022-02-03 16:34:56,0,2022-02-03 16:24:24,0
5606,5085db2422dd457f81d595b1adbfe4a8,Subscription Premium,"{'Start Date': '2022-02-05', 'Renewal Date': '2022-03-06', 'Membership Type': 'Monthly'}",2022-02-05 19:24:45,1,2022-03-10 02:20:24,0,2022-02-05 19:24:45,0,2022-02-05 19:20:03,0
5656,5088f296d47983033db15af390403713,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-07 03:07:48,0,2022-04-16 20:50:39,0,2022-03-07 03:07:48,0,2022-03-07 03:00:30,0
5680,51006ca5d6592611a001f18c77adcb86,Subscription Premium,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-12 18:29:08,0,2022-04-16 20:50:39,0,2022-03-12 18:29:08,0,2022-03-12 18:21:20,0
5688,514046f7694ccccfc534baf5a573f7e4,Subscription Premium,"{'Start Date': '2022-03-29', 'Renewal Date': '2022-04-30', 'Membership Type': 'Monthly'}",2022-03-30 02:52:27,0,2022-04-16 20:50:39,0,2022-03-30 02:52:27,0,2022-03-30 02:37:24,0
5705,5172f2538739cd7b096c2e039cca13bb,Subscription Premium,"{'Start Date': '2022-02-25', 'Renewal Date': '2022-03-26', 'Membership Type': 'Monthly'}",2022-02-25 16:32:23,0,2022-04-16 20:50:39,0,2022-02-25 16:32:23,0,2022-02-24 20:54:17,0
5748,51a344e411d1ca1efccb949e151faeec,Subscription Premium,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 23:24:35,1,2022-03-27 18:29:37,0,2022-03-14 23:24:35,0,2022-03-14 23:17:49,0
5761,51d15c7f78bfff49bdd2a9e43c686c57,Subscription Premium,"{'Start Date': '2022-01-19', 'Renewal Date': '2022-02-20', 'Membership Type': 'Monthly'}",2022-01-19 18:59:34,1,2022-03-13 11:10:03,0,2022-01-19 18:59:34,0,2022-01-19 18:47:27,0
5770,520c53e60a665c9c1c78671024f640a7,Subscription Premium,"{'Start Date': '2022-01-20', 'Renewal Date': '2022-02-21', 'Membership Type': 'Monthly'}",2022-01-20 19:37:26,0,2022-04-16 20:50:39,0,2022-01-20 19:37:26,0,2022-01-20 19:27:15,0
5790,5269bedc00c765383dbd9b75214d6107,Subscription Premium,"{'Start Date': '2022-03-31', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-04-01 03:01:01,0,2022-04-16 20:50:39,0,2022-04-01 03:01:01,0,2022-04-01 02:52:48,0
5805,5393129fdf773191f7b3de51b35bb15d,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 20:53:11,1,2022-04-12 12:40:09,0,2022-03-11 20:53:11,0,2022-03-11 20:46:04,0
5818,53a0b26f55392f7db475bd6891f89587,Subscription Premium,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-12 01:18:30,0,2022-04-16 20:50:39,0,2022-04-12 01:18:30,0,2022-04-12 01:15:16,0
5826,544dcd8988c23baf7f4bb54539131370,Subscription Premium,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-15', 'Membership Type': 'Monthly'}",2022-04-14 22:39:03,0,2022-04-16 20:50:39,0,2022-04-14 22:39:03,0,2022-04-14 22:32:33,0
5835,549c2f07029b3b89c39b1a234eea17e7,Subscription Premium,"{'Start Date': '2022-03-21', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 23:21:33,0,2022-04-16 20:50:39,0,2022-03-21 23:21:33,0,2022-03-21 23:18:48,0
5842,54ca6ba06580997b4600d4ec927d877e,Subscription Premium,"{'Start Date': '2022-02-21', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-21 14:54:23,0,2022-04-16 20:50:39,0,2022-02-21 14:54:23,0,2022-02-21 14:50:37,0
5885,54ebefdcff1b349d2a636ee2cab0d2d9,Subscription Premium,"{'Start Date': '2022-03-07', 'Renewal Date': '2022-04-08', 'Membership Type': 'Monthly'}",2022-03-07 19:08:24,0,2022-04-16 20:50:39,0,2022-03-07 19:08:24,0,2022-03-07 19:04:56,0
5916,55238082030979fdd9e5f3f28bdc3d41,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 14:53:26,0,2022-04-16 20:50:39,0,2022-04-15 14:53:26,1,2022-04-15 14:50:37,1
5921,55e5218c49cddd5979cfe8d99aebe211,Subscription Premium,"{'Start Date': '2022-03-31', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-03-31 21:06:36,0,2022-04-16 20:50:39,0,2022-03-31 21:06:36,0,2022-03-31 20:41:48,0
5925,5626694c4b0611f4d609ade48f9c33ea,Subscription Premium,"{'Start Date': '2022-03-30', 'Renewal Date': '2022-05-01', 'Membership Type': 'Monthly'}",2022-03-30 16:55:09,0,2022-04-16 20:50:39,0,2022-03-30 16:55:09,0,2022-03-30 15:45:38,0
5932,5643e7f48ecaaa954360dcea11326f90,Subscription Premium,"{'Start Date': '2022-03-21', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 13:12:29,1,2022-03-21 13:57:49,0,2022-03-21 13:12:29,1,2022-03-21 13:05:16,1
5953,571f164f7c0755e4a9b8b81677ae8108,Subscription Premium,"{'Start Date': '2022-02-27', 'Renewal Date': '2022-03-28', 'Membership Type': 'Monthly'}",2022-02-28 04:49:27,0,2022-04-16 20:50:39,0,2022-02-28 04:49:27,0,2022-02-27 22:32:02,0
5965,578a167f3ac0dde4f7d640f73a162fbb,Subscription Premium,"{'Start Date': '2022-02-05', 'Renewal Date': '2022-03-06', 'Membership Type': 'Monthly'}",2022-02-05 23:18:45,1,2022-03-05 19:08:33,0,2022-02-05 23:18:45,0,2022-02-05 20:42:29,0
5981,57c581fe3e3db95790033d16cd40612c,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-13 05:05:13,0,2022-04-16 20:50:39,0,2022-02-13 05:05:13,0,2022-04-16 20:50:39,1
5988,57c8465ad95217be2406e567acfe5adc,Subscription Premium,"{'Start Date': '2022-03-20', 'Renewal Date': '2022-04-21', 'Membership Type': 'Monthly'}",2022-03-20 16:43:36,0,2022-04-16 20:50:39,0,2022-03-20 16:43:36,0,2022-03-20 16:39:53,0
5993,57d215f2f98eec7cb3643c6632345706,Subscription Premium,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 13:20:01,0,2022-04-16 20:50:39,0,2022-04-11 13:20:01,0,2022-04-11 13:17:41,0
5997,57e5c76a77ab90a452aef66b3321ef94,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 17:36:16,1,2022-03-07 12:36:23,0,2022-03-06 17:36:16,1,2022-03-06 17:32:43,1
6014,58edfdc0d9a5d6545493b55f57f92706,Subscription Premium,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-25', 'Membership Type': 'Monthly'}",2022-02-24 16:33:02,1,2022-03-15 14:09:12,0,2022-02-24 16:33:02,0,2022-02-24 16:27:01,0
6060,59334d4276f4dea8ae7f7f69d8e50fd1,Subscription Premium,"{'Start Date': '2022-02-07', 'Renewal Date': '2022-03-08', 'Membership Type': 'Monthly'}",2022-02-08 02:09:26,0,2022-04-16 20:50:39,0,2022-02-08 02:09:26,0,2022-02-03 01:13:11,0
6077,5984590369784a743c04b9d9406a1942,Subscription Premium,"{'Start Date': '2022-02-09', 'Renewal Date': '2022-03-10', 'Membership Type': 'Monthly'}",2022-02-09 22:02:41,0,2022-04-16 20:50:39,0,2022-02-09 22:02:41,0,2022-02-09 21:58:49,0
6118,59ad0757ef2b3147ec650c7725d4189b,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 18:30:40,0,2022-04-16 20:50:39,0,2022-04-08 18:30:40,0,2022-04-08 18:22:45,0
6134,59c7a52fcbad645262a9d47c37718761,Subscription Premium,"{'Start Date': '2022-04-01', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-02 02:01:29,0,2022-04-16 20:50:39,0,2022-04-02 02:01:29,0,2022-04-02 01:57:02,0
6144,5a3e9a1f1254bd8435cb156a36434e6f,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 12:25:04,0,2022-04-16 20:50:39,0,2022-04-15 12:25:04,1,2022-04-14 20:46:05,0
6152,5a8c64f33e9d268f81e5c697c5361eae,Subscription Premium,"{'Start Date': '2022-04-01', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-01 22:01:04,0,2022-04-16 20:50:39,0,2022-04-01 22:01:04,0,2022-04-01 21:58:32,0
6159,5a90e9973c256c19c17b03bdda1c1fc4,Subscription Premium,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-25', 'Membership Type': 'Monthly'}",2022-02-24 22:43:53,1,2022-03-25 19:05:46,0,2022-02-24 22:43:53,0,2022-02-24 22:41:07,0
6196,5ab705cd907b3c74ea390841553d7e7b,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 15:18:27,0,2022-04-16 20:50:39,0,2022-02-04 15:18:27,0,2022-02-04 14:47:23,0
6232,5b6e0e28ca9c0ad0c28b9833e0f6f3bb,Subscription Premium,"{'Start Date': '2022-02-20', 'Renewal Date': '2022-03-21', 'Membership Type': 'Monthly'}",2022-02-21 03:50:08,1,2022-02-22 13:21:03,0,2022-02-21 03:50:08,1,2022-02-21 03:40:20,1
6240,5b739aadc5308f5c4b98cdb12a5b4bb3,Subscription Premium,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-23 15:11:20,0,2022-04-16 20:50:39,0,2022-02-23 15:11:20,0,2022-02-18 23:13:31,0
6263,5bad87d58cd78093eeea2543a9eaa915,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 17:31:35,0,2022-04-16 20:50:39,0,2022-02-19 17:31:35,0,2022-02-19 17:25:27,0
6270,5cc41caf408dda07644802b540b0fae8,Subscription Premium,"{'Start Date': '2022-04-03', 'Renewal Date': '2022-05-04', 'Membership Type': 'Monthly'}",2022-04-03 18:04:01,0,2022-04-16 20:50:39,0,2022-04-03 18:04:01,0,2022-04-03 18:01:59,0
6276,5ce08b9be82835b1e0ec4fa23e7179c5,Subscription Premium,"{'Start Date': '2022-03-07', 'Renewal Date': '2022-04-08', 'Membership Type': 'Monthly'}",2022-03-07 23:23:51,0,2022-04-16 20:50:39,0,2022-03-07 23:23:51,0,2022-01-21 01:25:07,0
6288,5ce0a8ef13021601ba06c305cc6d4fbe,Subscription Premium,"{'Start Date': '2022-03-26', 'Renewal Date': '2022-04-27', 'Membership Type': 'Monthly'}",2022-03-26 19:38:05,0,2022-04-16 20:50:39,0,2022-03-26 19:38:05,0,2022-03-26 19:25:20,0
6295,5d91115e38308fbbcf738ae08be36c0c,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 23:35:24,1,2022-03-07 00:17:33,0,2022-03-06 23:35:24,1,2022-03-06 23:31:42,1
6309,5de23b06c399efbbcb1e691fff3f9cf3,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 22:08:06,0,2022-04-16 20:50:39,0,2022-03-11 22:08:06,0,2022-03-11 22:02:21,0
6314,5e2991eb04597154c4c818c705a83714,Subscription Premium,"{'Start Date': '2022-04-02', 'Renewal Date': '2022-05-03', 'Membership Type': 'Monthly'}",2022-04-02 13:45:51,0,2022-04-16 20:50:39,0,2022-04-02 13:45:51,0,2022-04-02 13:39:46,0
6319,5f019dad536b950ee380f02f801ef821,Subscription Premium,"{'Start Date': '2022-02-28', 'Renewal Date': '2022-04-01', 'Membership Type': 'Monthly'}",2022-03-01 02:21:21,1,2022-03-10 10:58:16,0,2022-03-01 02:21:21,0,2022-03-01 02:03:36,0
6334,5f075d270e0cb3da5b6660dd59f3ad8d,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 22:42:03,1,2022-03-09 00:35:47,0,2022-02-04 22:42:03,0,2022-02-04 22:34:26,0
6356,5f7a028c0833b707f467e642dbbba94c,Subscription Premium,"{'Start Date': '2022-01-21', 'Renewal Date': '2022-02-22', 'Membership Type': 'Monthly'}",2022-01-22 02:54:25,0,2022-04-16 20:50:39,0,2022-01-22 02:54:25,0,2022-01-22 02:51:28,0
6365,602502c44ff131d642975f04c3e9328f,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-02 19:42:16,0,2022-04-16 20:50:39,0,2022-03-02 19:42:16,0,2022-03-02 19:38:07,0
6374,604062fd35365e259606987533396503,Subscription Premium,"{'Start Date': '2022-03-04', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-05 01:26:57,0,2022-04-16 20:50:39,0,2022-03-05 01:26:57,0,2022-03-05 01:23:11,0
6393,627f50253b42607513a1c93bb68201ad,Subscription Premium,"{'Start Date': '2022-01-27', 'Renewal Date': '2022-02-28', 'Membership Type': 'Monthly'}",2022-01-28 07:28:49,0,2022-04-16 20:50:39,0,2022-01-28 07:28:49,0,2022-01-28 07:20:13,0
6891,6300c5ac3661082132d9db2f9fd96850,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 16:13:34,0,2022-04-16 20:50:39,0,2022-03-19 16:13:34,0,2022-03-19 16:04:49,0
6895,634e69cfa62279449e8765e7c4fbd768,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-17 00:38:01,0,2022-04-16 20:50:39,0,2022-03-17 00:38:01,0,2022-04-16 20:50:39,1
6903,638a7b0cb6c8c36914929f0f6dec5f99,Subscription Premium,"{'Start Date': '2022-02-03', 'Renewal Date': '2022-03-04', 'Membership Type': 'Monthly'}",2022-02-03 22:41:25,1,2022-02-03 22:58:32,0,2022-02-03 22:41:25,1,2022-02-03 22:28:16,1
6917,6447dd1e764aa2035f2ff6febdcd903b,Subscription Premium,"{'Start Date': '2022-03-21', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 10:35:56,1,2022-03-21 10:58:39,0,2022-03-21 10:35:56,1,2022-03-21 10:31:23,1
6927,644e0fa1e929604a8edb1430ae6c7a0c,Subscription Premium,"{'Start Date': '2022-03-24', 'Renewal Date': '2022-04-25', 'Membership Type': 'Monthly'}",2022-03-24 23:20:32,0,2022-04-16 20:50:39,0,2022-03-24 23:20:32,0,2022-03-24 18:45:34,0
6932,645bf5f106758155d7d941623c9c6776,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 18:30:40,0,2022-04-16 20:50:39,0,2022-04-08 18:30:40,0,2022-04-08 15:13:32,0
6937,6479fa55065c7db1c8903855a765a3e2,Subscription Premium,"{'Start Date': '2022-03-19', 'Renewal Date': '2022-04-20', 'Membership Type': 'Monthly'}",2022-03-19 13:51:23,0,2022-04-16 20:50:39,0,2022-03-19 13:51:23,0,2022-03-19 13:44:00,0
6942,64b11b91d10d9b18e395f1870a070788,Subscription Premium,"{'Start Date': '2022-03-22', 'Renewal Date': '2022-04-23', 'Membership Type': 'Monthly'}",2022-03-22 22:52:36,1,2022-03-29 18:30:01,0,2022-03-22 22:52:36,0,2022-03-22 22:42:41,0
6978,6500ae39d2f7d8f84514ae25ec777a90,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 18:06:53,1,2022-04-11 13:48:35,0,2022-03-11 18:06:53,0,2022-03-11 18:03:02,0
6988,6523b0c048a6b137256cafc1523c2c2e,Subscription Premium,"{'Start Date': '2022-03-17', 'Renewal Date': '2022-04-18', 'Membership Type': 'Monthly'}",2022-03-17 23:54:39,0,2022-04-16 20:50:39,0,2022-03-17 23:54:39,0,2022-03-17 23:47:43,0
7002,66156a8939ecab2faa5b3894d660dece,Subscription Premium,"{'Start Date': '2022-03-09', 'Renewal Date': '2022-04-10', 'Membership Type': 'Monthly'}",2022-03-09 21:34:56,1,2022-04-09 16:42:25,0,2022-03-09 21:34:56,0,2022-03-09 21:18:41,0
7057,668a41f056472415c920e6541ed99a12,Subscription Premium,"{'Start Date': '2022-02-14', 'Renewal Date': '2022-03-15', 'Membership Type': 'Monthly'}",2022-02-14 14:52:57,1,2022-03-14 01:36:37,0,2022-02-14 14:52:57,0,2022-02-14 14:26:19,0
