,userid,user_state,event_name,event_attributes,event_created_date,event_platform,device_manufacture,device_model,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Order,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator View,Wallet Opened,Account Setup Profile Skip,Sign Out,Transaction Refund,Calculator Used,Add Vehicle Failed,Sign Up Error,Reset Password Set,last date Subscription Premium Cancel,last date Subscription Premium Renew,Membership Ren,2 days had not passedSubscription Premium Renew,Membership Sub,last date Subscription Premium,2 days had not passedSubscription Premium,last date Order,delta monthsOrder
8599,82c17d120e9b1a59dfc39c7d3bd81f3c,21,Wallet Opened,{},2022-02-03 13:13:03,1,0,135,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-02-03 13:13:45,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,-1
8604,82e7a8b7a900896b582e98b1fc8e3367,3,Sign Up Success,{'Method': 'Google'},2022-01-16 06:48:09,1,0,135,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-01-16 21:11:06,0,2022-04-16 20:50:39,0
8609,8314aa5b02faee1547c149df74112729,3,Sign Up Success,{'Method': 'Facebook'},2022-01-27 00:39:41,1,0,134,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-04 01:14:31,1,0,1,2022-02-04 15:54:02,0,2022-04-09 11:19:19,0
8631,831944d3be354b35c7f47854d72096bd,8,Sign Up Success,{'Method': 'Email'},2022-04-11 11:24:59,0,6,24,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-11 11:29:23,0,2022-04-16 20:50:39,0
8636,833489856a3cc8840d47a2c1cadda36d,3,Sign Up Success,{'Method': 'Google'},2022-04-16 19:54:43,0,12,119,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-16 19:58:26,1,2022-04-16 20:50:39,0
8640,835cd46f88d2757fa3551ee0acf12b45,30,Sign Up Success,{'Method': 'Google'},2022-04-08 15:55:52,1,0,142,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-08 15:58:56,0,2022-04-16 20:50:39,0
8645,83771fd0efeb170f450b6eb291794c3b,30,Add Vehicle Success,"{'Make': 'Ford', 'Model': 'Crown Victoria', 'Temporary': 'false', 'Color': 'Black', 'Year': '2007'}",2022-02-21 17:44:30,1,0,135,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
8657,838d4f113bf9bc1edf7d845f7c2dc43e,3,Sign Up Success,{'Method': 'Apple'},2022-03-03 01:11:32,1,0,142,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-03 01:17:06,0,2022-04-16 10:55:27,0
8672,83cf5f5241e85c4250279a9e47c140ba,30,Sign Up Success,{'Method': 'Email'},2022-02-09 07:33:50,1,0,146,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,2022-02-09 09:18:46,2022-04-16 20:50:39,0,1,1,2022-02-09 07:38:03,1,2022-04-16 20:50:39,-1
8688,83d8dd0b91a9ac1e25dc3a3989559c05,3,Sign Up Success,{'Method': 'Google'},2022-03-06 16:51:31,0,11,99,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2022-03-21 02:50:11,2022-04-16 20:50:39,0,1,1,2022-03-06 17:01:08,0,2022-04-16 20:50:39,-1
8697,841814b648257ddd7ade91f17bd78301,3,Sign Up Success,{'Method': 'Apple'},2022-02-27 00:41:01,1,0,140,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-27 00:43:55,0,2022-04-16 20:50:39,0
8701,845035ae3fc96723b46369623ec6ba51,30,Account History Transaction Details,"{'Type': 'Order', 'Status': 'Paid', 'Navigated From': 'account_history'}",2022-01-21 21:48:33,1,0,135,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-02-04 01:14:27,2,0,0,2022-04-16 20:50:39,1,2022-04-12 08:53:25,0
8807,848a6eee7f07a2cc1059605b691c4283,30,Sign Up Success,{'Method': 'Apple'},2022-03-25 20:53:19,1,0,138,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2022-04-05 10:30:01,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,-1
8821,84a7354f7a77575b7771689acdd6ec20,3,Sign Up Success,{'Method': 'Facebook'},2022-01-25 05:05:42,0,11,114,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-02-16 15:14:40,1
8830,84cb771d0fc432151d11d6e7a40ee0d1,30,Sign Up Success,{'Method': 'Apple'},2022-01-26 23:29:20,1,0,141,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-26 01:14:35,2,0,1,2022-01-26 23:35:49,0,2022-04-06 06:21:04,0
8858,84e6a179f99783cbeeacf7937377cb50,3,Sign Up Success,{'Method': 'Apple'},2022-03-05 17:33:37,1,0,133,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-05 17:36:33,0,2022-03-07 14:26:58,1
8863,8516a2ec257c9f23d92c7e31fbdd7513,3,Sign Up Success,{'Method': 'Apple'},2022-02-12 17:56:22,1,0,139,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-12 18:02:21,0,2022-02-19 15:06:51,1
8869,85e070a08a41439a906b832133efbc4f,3,Account Setup Skip,{},2022-02-28 02:45:17,1,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
8871,85ecbdf860da503c0690c9075206d1e8,24,Account History Transaction Details,"{'Type': 'Pro Plan Subscription', 'Navigated From': 'account_history', 'Status': 'Paid'}",2022-01-19 19:45:24,1,0,127,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-13 01:10:40,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
8874,86b9a058b3c7868069082bcb3ed25ef4,3,Sign Up Success,{'Method': 'Google'},2022-03-11 00:27:24,0,11,95,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-12 15:41:47,2022-04-16 20:50:39,0,1,1,2022-03-11 00:31:16,0,2022-03-14 10:33:20,0
8899,86eb255f018973c03f434ea8e745db1c,3,Wallet Opened,{},2022-01-19 19:44:11,1,0,141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-01-24 14:31:48,2
8901,871e8c260d34f08f6d357f02155d3843,32,Sign Up Success,{'Method': 'Google'},2022-04-13 22:58:22,1,0,137,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-16 03:44:01,1,2022-04-16 20:50:39,0
8907,8737985b55e9d3e859bdd9d52a123db4,32,Sign Up Success,{'Method': 'Apple'},2022-03-05 01:52:08,1,0,146,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-04 01:15:32,1,0,1,2022-03-05 01:59:23,0,2022-04-16 06:53:16,0
8915,8778571a0790a8695a3e4d702962938b,30,Sign Up Success,{'Method': 'Apple'},2022-04-02 15:17:03,1,0,137,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-05 14:44:25,0,2022-04-16 05:50:14,0
8937,87d447e36b196fb02624aa4af154048f,30,Sign Up Success,{'Method': 'Facebook'},2022-03-08 16:09:41,1,0,144,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-09 20:13:59,2022-04-16 20:50:39,0,1,1,2022-03-08 16:19:27,0,2022-04-16 20:50:39,-1
8946,87e610862504ba1b10aac5138bb8cd01,3,Sign Up Success,{'Method': 'Google'},2022-02-15 17:13:22,1,0,146,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-15 01:13:20,1,1,1,2022-02-15 17:17:25,0,2022-03-03 14:22:09,1
8961,87f06997f24b6c3647bb0326e1df5d49,3,Account History Transaction Details,"{'Type': 'Auto Payment', 'Navigated From': 'account_history'}",2022-01-19 02:28:41,1,0,134,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
8971,87f1b1447b0ddaff0fa63cddbe85f4e7,2,Sign Up Success,{'Method': 'Google'},2022-03-26 21:17:48,0,11,89,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2022-03-26 21:28:03,2022-04-16 20:50:39,0,1,1,2022-03-26 21:24:35,1,2022-04-16 20:50:39,-1
8980,89006c21dbd57e1618ebffb65d145450,30,Sign Up Success,{'Method': 'Apple'},2022-03-16 18:28:08,1,0,135,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-08 12:59:44,2022-04-16 20:50:39,0,1,1,2022-03-16 18:31:01,0,2022-04-16 20:50:39,-1
8993,891f5d37673b8b91eaf4e3bb8d111f43,3,Sign Up Success,{'Method': 'Email'},2022-02-10 17:48:25,0,11,82,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-10 17:53:41,0,2022-02-12 15:07:21,2
9000,893a0c4f0f803966e27b255f00a71103,30,Sign Up Success,{'Method': 'Email'},2022-03-15 15:28:35,0,11,104,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-15 17:51:18,0,2022-04-09 06:16:35,0
9015,893dfa8dfcb3aa9a632e79ccff6f4584,3,Sign Up Success,{'Method': 'Email'},2022-03-11 23:25:53,1,0,139,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,2022-03-14 20:12:46,2022-04-16 20:50:39,0,1,1,2022-03-11 23:40:46,0,2022-04-16 20:50:39,-1
9029,899c9d3d21039b01a2bbe63211cdbed0,3,Sign Up Success,{'Method': 'Apple'},2022-02-16 02:44:08,1,0,144,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-16 02:46:33,0,2022-04-16 20:50:39,0
9034,89bf8ed9af86f1e2ada66180b4cc1d95,32,Sign Up Success,{'Method': 'Google'},2022-02-04 19:24:41,0,11,61,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2022-02-22 12:05:19,2022-04-16 20:50:39,0,1,1,2022-02-04 20:25:05,0,2022-02-22 11:41:00,0
9050,8a0638b2adda33ceaa61aa261a66a3ed,3,Sign Up Success,{'Method': 'Google'},2022-04-01 02:07:28,1,0,143,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-01 02:09:30,0,2022-04-16 20:50:39,0
9054,8a0fc920b6ce0011db19bed1c3ebaa35,8,Sign Up Success,{'Method': 'Email'},2022-03-09 18:28:01,0,6,21,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2022-03-09 19:23:51,2022-04-16 20:50:39,0,1,1,2022-03-09 18:50:02,1,2022-03-25 08:43:30,0
9090,8a363411a5e4e2cdeebf01095b156ee4,3,Sign Up Success,{'Method': 'Google'},2022-03-03 03:20:09,1,0,135,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2022-04-04 18:59:42,2022-04-16 20:50:39,0,1,1,2022-03-03 22:45:26,0,2022-04-16 10:22:45,0
9147,8a3762a1abc4d587c45528ff189be776,30,Chat Conversation Opened,{'From': 'Menu'},2022-01-21 02:54:30,1,0,141,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
9154,8a537c5f1ba279e92f68d14c29da262a,3,Sign Up Success,{'Method': 'Google'},2022-03-01 19:23:45,0,11,82,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-19 10:50:27,0
9161,8a54ae2d2fc297f61a63443d4f070869,3,Sign Up Success,{'Method': 'Email'},2022-02-20 16:09:53,0,11,67,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2022-03-20 22:28:02,2022-04-16 20:50:39,0,1,1,2022-02-20 16:16:39,0,2022-03-21 11:16:15,0
9177,8b0532c4cf4086d43f2c1bcbeeb945a3,30,Sign Up Success,{'Method': 'Email'},2022-02-20 23:54:59,1,0,145,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-20 01:33:39,2,0,1,2022-02-21 00:05:00,0,2022-04-13 06:57:17,0
9209,8c8e15a30bee4f2f38197c2fae342d79,3,Sign Up Success,{'Method': 'Google'},2022-02-21 20:11:33,0,8,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-21 20:34:25,0,2022-03-16 10:49:10,1
9216,8c9766660bf84148c2eab4fcb4d6f8ef,30,Add Vehicle Success,"{'Make': 'Nissan', 'Model': 'Altima', 'Color': 'Gray', 'Year': '2013', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental State': ''}",2022-04-06 03:21:12,0,11,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
9217,8ca5d6fc5af82174a484ba6dc7ff6fc6,24,Sign Up Success,{'Method': 'Email'},2022-01-23 05:03:51,1,0,140,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-22 01:10:31,1,0,1,2022-01-23 05:13:01,0,2022-04-16 20:50:39,0
9226,8cd1768507df583eeb41be4549cfc6f2,3,Subscription Premium,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-16 03:38:00,2,13,168,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-15 01:17:41,2,1,1,2022-03-16 03:38:00,0,2022-04-16 20:50:39,0
9228,8cf789a4f14413c7ac58d3b6e8442cd0,3,Sign Up Success,{'Method': 'Google'},2022-03-03 03:27:43,0,5,120,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-02 19:24:29,2022-04-02 01:51:01,2,1,1,2022-03-03 04:37:45,0,2022-03-04 14:30:41,0
9238,8d23cbbdc5e6d68c0a181cee6fab677d,30,Sign Up Success,{'Method': 'Facebook'},2022-03-19 18:39:40,0,11,112,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-19 18:41:40,0,2022-04-16 20:50:39,0
9244,8d98eba8da4d25e9a385bd0960ea9e24,3,Wallet Opened,{},2022-01-17 17:31:10,1,0,136,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-01-24 14:57:58,2
9249,8dcec6fa577495987c95c2ea82c70bb8,3,Sign Up Success,{'Method': 'Apple'},2022-03-25 22:36:54,1,0,137,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-25 22:39:20,0,2022-04-16 20:50:39,0
9257,8e2262cfc8f1d56eb15b7946793e6267,24,Sign Up Success,{'Method': 'Google'},2022-04-13 17:41:21,1,0,146,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-13 17:44:40,0,2022-04-16 20:50:39,0
9262,8e41dac4313f80f2dd619b3de9159a28,30,Sign Up Success,{'Method': 'Email'},2022-01-19 23:38:04,0,2,6,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-01-20 20:50:01,2022-04-16 20:50:39,0,1,1,2022-01-20 15:05:10,1,2022-04-16 20:50:39,-1
9270,8e5425243cd74edecf4c042b9a3fc52e,30,Sign Up Success,{'Method': 'Facebook'},2022-04-04 14:11:42,0,6,20,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-04 14:20:41,0,2022-04-16 20:50:39,0
9275,8e5ac6b0656d946a0e8b7d959a9f1926,30,Sign Up Success,{'Method': 'Google'},2022-04-05 16:32:35,0,11,87,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-05 16:38:29,0,2022-04-16 20:50:39,0
9280,8ed5fab9fe953b0224c4eece466ec4f3,3,Sign Up Success,{'Method': 'Apple'},2022-03-11 23:13:50,1,0,135,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2022-03-15 00:54:33,2022-04-16 20:50:39,0,1,1,2022-03-11 23:42:01,0,2022-03-16 10:38:22,0
9300,8f101b4972c3d1054470ae652f28e189,24,Sign Up Success,{'Method': 'Google'},2022-02-14 23:17:18,0,3,38,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-14 01:12:38,2,0,1,2022-02-14 23:20:25,0,2022-04-13 08:25:44,0
9328,8f2cf06465717d43a9e467baaf510feb,26,Sign Up Success,{'Method': 'Email'},2022-01-20 17:03:46,1,0,135,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2022-02-25 21:32:33,2022-04-16 20:50:39,0,1,1,2022-01-20 17:21:10,0,2022-02-23 07:07:53,0
9352,8fac691a54a01547b5deaf8842d7b518,11,Sign Up Success,{'Method': 'Apple'},2022-03-13 05:00:53,1,0,138,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2022-04-13 02:06:33,2022-04-12 01:16:26,1,1,1,2022-03-13 05:04:25,0,2022-04-10 17:12:03,0
9409,8fe7fdfe5927e748a5f6d656228249a1,3,Sign Up Success,{'Method': 'Apple'},2022-02-18 01:49:01,1,0,137,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-17 01:14:01,1,0,1,2022-02-18 01:53:26,0,2022-03-09 11:49:30,1
9419,8fef4cff78648d43297da347074a3e24,3,Sign Up Success,{'Method': 'Google'},2022-03-09 16:16:09,0,11,89,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-10 12:56:40,2,0,1,2022-03-11 04:49:31,0,2022-04-16 20:50:39,0
9425,909a16b970adfbd89fcb845f8e12d230,3,Sign Up Success,{'Method': 'Apple'},2022-02-22 04:32:25,1,0,140,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-03-11 17:47:23,2022-04-16 20:50:39,0,1,1,2022-02-22 04:34:26,0,2022-03-27 10:26:53,0
9467,90b81ad483767f4b2151e5c7edeb27d0,8,Sign Up Success,{'Method': 'Google'},2022-03-05 18:02:24,1,0,142,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-05 01:14:29,2,0,1,2022-03-05 18:05:51,0,2022-04-16 20:50:39,0
9473,90ddc3748676b60b396603c38926b273,8,Calculator View,{},2022-01-26 20:52:50,1,0,140,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
9476,90e7a324a520fc15e8acec664e9996ab,19,Sign Up Success,{'Method': 'Google'},2022-03-24 18:07:30,1,0,146,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-14 08:22:48,0
9483,913098fa626486f5bd2b839c6af1523c,30,Sign Up Success,{'Method': 'Facebook'},2022-03-21 17:41:24,0,11,97,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-04 05:49:25,0
9491,915e47f102eca5afb029fa69daea279f,3,Sign Up Success,{'Method': 'Apple'},2022-04-12 16:44:41,1,0,136,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-12 16:48:20,0,2022-04-16 20:50:39,0
9495,91a25edc35593c212e41f248fd113f09,3,Sign Up Success,{'Method': 'Apple'},2022-04-02 21:39:40,1,0,140,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-02 21:44:01,0,2022-04-12 10:54:46,0
9507,91ae383082136af9dd18daba9b401160,5,Sign Up Success,{'Method': 'Google'},2022-03-06 09:26:11,1,0,139,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-06 01:16:09,1,0,1,2022-03-06 09:33:00,0,2022-03-11 09:22:43,1
9514,91f561fce4a13388d4ab0a2996cb56f0,3,Sign Up Success,{'Method': 'Google'},2022-04-07 16:32:54,0,7,13,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-07 16:41:15,0,2022-04-16 20:50:39,0
9521,92124dfad792c0fc6ed888640097b6ae,3,Sign Up Success,{'Method': 'Google'},2022-01-22 01:47:55,0,11,72,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2022-03-04 02:12:40,2022-04-16 20:50:39,0,1,1,2022-01-25 19:35:01,0,2022-02-09 15:14:55,0
9573,922fd709f230132011db9de9768cbbe6,30,Calculator View,{},2022-01-17 13:18:44,1,0,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-29 05:52:45,0
9602,925126d4e7d3d24ed3ba9f1c01474e29,3,Add Vehicle Success,"{'Make': 'Toyota', 'Model': 'Tundra', 'Color': 'Black', 'Year': '2019', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental State': ''}",2022-03-05 01:29:19,0,11,76,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-05 01:33:09,0,2022-03-22 06:31:10,0
9631,934fb150965a13e665ee2ab1c65e713b,3,Sign Out,{'Type': 'Auto'},2022-03-02 19:25:37,1,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
9632,93715f94afb115c516d12c1937b4f1d7,3,Sign Up Success,{'Method': 'Google'},2022-02-14 04:26:04,0,11,61,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-13 01:16:34,1,0,1,2022-02-14 04:32:08,0,2022-04-15 10:39:23,0
9669,938c8fcc39db7c208cfec1ec968deea6,32,Sign Up Success,{'Method': 'Google'},2022-04-15 15:55:43,1,0,137,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-15 16:03:20,1,2022-04-16 20:50:39,0
9674,940a010cd7c27c56d1b137e3126587de,24,Sign Up Success,{'Method': 'Email'},2022-04-13 22:55:25,1,0,151,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-13 23:02:48,0,2022-04-16 20:50:39,0
9679,943fef8be6868271d6c55274eb9a4ce1,3,Sign Up Success,{'Method': 'Email'},2022-03-14 05:28:32,0,11,78,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-20 21:53:10,0,2022-04-16 20:50:39,0
9695,949adc6cf6c2ad975f24463f2f958def,30,Sign Up Success,{'Method': 'Google'},2022-04-03 20:44:38,0,11,87,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-03 20:49:28,0,2022-04-16 20:50:39,0
