,userid,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Account Setup Profile Skip,Calculator View,Order,Sign Out,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Wallet Opened,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator Used,Sign Up Error,Transaction Refund,Add Vehicle Failed,Reset Password Set
12140,83f8747214959930bbe3da7a0d537c20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12142,8402e43f5741f985a37c555d0b7c9acb,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12145,841814b648257ddd7ade91f17bd78301,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12149,843591a80abd29efb92c09c58cb79085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12150,845035ae3fc96723b46369623ec6ba51,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
12256,84761b900aeb0610e00ec75e47f1588f,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12258,848a6eee7f07a2cc1059605b691c4283,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
12272,849a5e813362325991e1e71a1dceaf7f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12274,849ae5838612e9de8d70b26ce7f4300e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12275,849b4e746665b2daf5d16e53318383b2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12277,84a25a4fac11142ea7658ff907211cdc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12278,84a7354f7a77575b7771689acdd6ec20,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12287,84cb771d0fc432151d11d6e7a40ee0d1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12315,84e6a179f99783cbeeacf7937377cb50,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12320,850528887ed0393115974da82c7976dd,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12332,8515b3fc92972a63407650bdeb1a658e,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12334,8516a2ec257c9f23d92c7e31fbdd7513,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12340,85302ff29f4f01c0ca38e139923b5942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12341,85b21b2e5ccc847b2f40dbbeaff68ae4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,85e070a08a41439a906b832133efbc4f,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12344,85ecbdf860da503c0690c9075206d1e8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12347,8601089a316eb03ee6f591a15c89b287,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12350,8614e347875e77f9e35ddb0a9ce7d36a,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12351,861bb66344224f3819e744d2e9bfb5e5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12352,86889e129c1b6f5395b82e01ab8ea8cd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12353,86963a8dd513a1f38f9f6bd867b45033,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12355,86b9a058b3c7868069082bcb3ed25ef4,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
12380,86eb255f018973c03f434ea8e745db1c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12382,8708b5cad43222f22a3b56f89f1563f9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12383,871e8c260d34f08f6d357f02155d3843,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12389,8735ccda12eeea3723f679d9d2c3cb2b,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12392,87361c27edeebea217f5b1bd319a13d4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12394,8737985b55e9d3e859bdd9d52a123db4,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12402,8737e201d40270bf68f5eb41dab4e9cc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,873ce70455a6b0389e722a740ca3491b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12404,874989c40ad1e4d16805067f3740d331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12405,875d2dcd16504edd83162eb037d04fc0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12406,87734750f839d5fced869082c5f71dda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12408,8778571a0790a8695a3e4d702962938b,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
12430,878a1ba4dddb517965a4b37a2970e5b0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12432,87abde344c03a16a5421f835a3ef3d37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12433,87af5162ea6c8280ef0ed1d9aa77c7c8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12435,87ba626d5044da0b346bdcc4e952ffa7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12436,87d447e36b196fb02624aa4af154048f,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12445,87e170da606133ae1bcd3f45ec37e872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12446,87e610862504ba1b10aac5138bb8cd01,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
12461,87f06997f24b6c3647bb0326e1df5d49,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
12471,87f1b1447b0ddaff0fa63cddbe85f4e7,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
12480,87fb319032de1d22c4aee90757be6882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12481,8822adac13f8e835fca2b90c91674ad1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12483,882f8b07740344a3742bcdb70e39ce98,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0
12495,8831704a2a0e6e0b5e022f3501eac932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12496,88332ed594440d8818eb71d3c506c8da,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12497,885f317accf69c6bdad5098bce25c728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12498,8871318952dc29b067e0014a58a579d7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12503,8894d848982805c16d5fe53077d0faf4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12505,88ce7ffdcad4b3b8f839466007291b23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12506,88d1b657e7938c1dcf961029a8e76239,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12510,88f1b13786f4249bb502f09fbaeddaef,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12512,89006c21dbd57e1618ebffb65d145450,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
12525,891f5d37673b8b91eaf4e3bb8d111f43,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
12532,892138337889768cb432943834f4ac24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12535,89384b5ae3cda74374fcb724a48d9ea4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12536,893a0c4f0f803966e27b255f00a71103,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12551,893dfa8dfcb3aa9a632e79ccff6f4584,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
12565,8989d3b1d1b6d9f924e86e2960822819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12566,899c9d3d21039b01a2bbe63211cdbed0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12571,89bf8ed9af86f1e2ada66180b4cc1d95,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
12587,89e321f86d087b292329425534226e29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12589,8a001566f9b4cd0000937d1d767d8c4f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12591,8a0638b2adda33ceaa61aa261a66a3ed,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12595,8a0fc920b6ce0011db19bed1c3ebaa35,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
12631,8a12373e73dab593a50dda2b9c3d1245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12633,8a363411a5e4e2cdeebf01095b156ee4,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0
12690,8a3762a1abc4d587c45528ff189be776,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
12697,8a450f8346cdd4e0945a674a2a133e4a,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
12708,8a537c5f1ba279e92f68d14c29da262a,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12715,8a54ae2d2fc297f61a63443d4f070869,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12731,8a6924fca5e7e74ddc0aad3a68735964,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12735,8a69eb5cbe3a9f5815c70c9770f5e720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12736,8a9e088d477ec3ec63b9f2060022a3a2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12739,8a9fec655d50c8217166c768d6278f91,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12746,8aebd9e87bd72b187ec61606ad5e2407,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12749,8b0532c4cf4086d43f2c1bcbeeb945a3,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
12781,8b29521d9d3b2cb9ff09bc6943da3558,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12784,8b3873b72ef178bf155f7f5c6f9c3c50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12786,8b38d2b08d8dc2e6c134d4986c0cd998,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12788,8b561ceb9295bee220eaa3833a7df17d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12789,8b6709511d6344c77e8124421206b51c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12790,8b6e33ad92921d6737b9e78d6f8ec6ea,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12794,8b7d509b5794b74a18e23093757a8f19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12795,8b7efc7b65f3223881acb0499c344b4f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12796,8b7f957b357f6c59e584e99d65a62abf,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12799,8b877e928be00f9ae61083d72533c08b,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12803,8baa3f41f81ba5c04b9813c60ed04908,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12805,8bb1c6c15a787e16bc196f33d5b6658f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12807,8be0caf9a71d86ac5dffbdd6c1d6ebb4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12809,8c0526926fac719fb70b78bd39b8d183,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12813,8c1bd7e1a6b1247fd073edb38951e874,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12817,8c25f4c8406e647aaed9225fc4440737,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12819,8c3474b4ff4ff19ac396da0be2150d21,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12824,8c535ff5e6e0eb58122a77bd3321b9cb,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12826,8c6620488bc8d55687ea9a66de84fd0e,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12828,8c70aca58e2342fe0b64cf9f478dccbf,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12830,8c83f74e4cfe477cae29f231e8494890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12832,8c8e15a30bee4f2f38197c2fae342d79,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12839,8c9766660bf84148c2eab4fcb4d6f8ef,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12840,8ca5d6fc5af82174a484ba6dc7ff6fc6,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12849,8cb8d1d78942202ef1b88f4900fd1c21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12851,8ccc8635c5407b62db7521952757d87c,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12855,8cd1768507df583eeb41be4549cfc6f2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12857,8cf789a4f14413c7ac58d3b6e8442cd0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
12867,8d145b2e97f1823d280f0702fae3d84c,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12872,8d223b288520f85041e1be821a0defeb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12873,8d23cbbdc5e6d68c0a181cee6fab677d,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12879,8d3011ce9b233fd0dd1e96970f0c6cda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12880,8d6acecbe3a4eb6b43edb025ba3e5eb4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12881,8d840b68ff6e48ead3a71623f64cb6fb,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12884,8d98eba8da4d25e9a385bd0960ea9e24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12889,8daab0da42550ed344fd57ff697df9c9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,8dbe579068b654acb8ef1697e415d530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892,8dcec6fa577495987c95c2ea82c70bb8,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12900,8e2262cfc8f1d56eb15b7946793e6267,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12905,8e3c0c52f07c098bdb29fcb29e9c4ea1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12909,8e41dac4313f80f2dd619b3de9159a28,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12917,8e51ea0f3facd1321c5c1fad152cc800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12918,8e5278803ce3edb2f674ba0f8cc9fb4f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12920,8e5425243cd74edecf4c042b9a3fc52e,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12925,8e5ac6b0656d946a0e8b7d959a9f1926,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12930,8eb430325eeadec6f6079fae52a41f70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12931,8ed5fab9fe953b0224c4eece466ec4f3,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
12951,8ee1e70084b8cd6f3f8315fc272fe23c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12953,8ee2c5a88f6b8075cdc4e53f9724fc9b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12955,8f101b4972c3d1054470ae652f28e189,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12983,8f26ece0c00cc2d22e425f025325ed44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12985,8f2cf06465717d43a9e467baaf510feb,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
13009,8f3ac43d312bc78c0e9009b998658c85,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13011,8f8b6911e6153efa0849352345f64bea,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13012,8f93a91f88f01efe2c21a4f95940f71b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13013,8fa705feca832a8e92c44e6fb420e0de,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13017,8fac691a54a01547b5deaf8842d7b518,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
13074,8fadf9bea84a24e227cff0ae881ea545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13075,8fb26cbca65a9c01608661f72cd89b33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13077,8fc57e39b2f2357bde25471fbcd0c2f2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13078,8fe7fdfe5927e748a5f6d656228249a1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13088,8fef4cff78648d43297da347074a3e24,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13094,900b4d5caab9407efd47ac55ce143fe3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13095,901d13d18349f12c2955f920d10e608d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13097,902427e15fc47f5f939ca107b40a7d41,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13100,90255c28107cb1a93782d68f7a19279f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13101,902aefd55b4f4f415202bdcb3bbf51c3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13102,903e68a34f50027cf94cacc247f79566,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13104,90654106739def9306cf0ad474997273,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13113,907b7622e70b814b5a17246ab595d050,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
13119,909a16b970adfbd89fcb845f8e12d230,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13161,90aff95b87a73361f8b801b8b701cce0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13163,90b81ad483767f4b2151e5c7edeb27d0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13169,90be6f83cc86f925b0a0811270916188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13171,90c713d48fbea3426d08e27934be5b8c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13172,90d802b5f2aef0d2ac39aa686705c83c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13173,90ddc3748676b60b396603c38926b273,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13176,90e7a324a520fc15e8acec664e9996ab,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
13183,910b077bc07492f06ef82acef2fe8b00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
13186,913098fa626486f5bd2b839c6af1523c,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13194,914579700070f432f8628fa8e6f11c50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13195,915e47f102eca5afb029fa69daea279f,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13199,9173cb81ae18e32d6dae4119ba7280c7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13203,919c91153fd0e4bfaefce506aa66a005,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13206,91a25edc35593c212e41f248fd113f09,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13218,91ae383082136af9dd18daba9b401160,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13225,91c53770b0b1f139e5a96db40de6f642,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13228,91d0111682ba54d02c9eb54cb45dfc9c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13230,91f561fce4a13388d4ab0a2996cb56f0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13237,91f6e82832dc228e3a9d6fb4aa675a6c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13240,91fd5df7d201eb44a4764651bfc68127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13241,92124dfad792c0fc6ed888640097b6ae,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
13293,922fd709f230132011db9de9768cbbe6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13322,925126d4e7d3d24ed3ba9f1c01474e29,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
13351,9257739392211a243566c0043f0f9394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13352,929a871bc09cb3dea3aaecd28be790e4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13353,92a7f4e96f6032ff6193d972564967b1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
13358,92c55cb1be99cc41a9a8a28a8aa27cfb,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13361,92cf311ad28d2ad2e2e0913d498d1ac0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13365,92df77afe0187878a2a2d3ccda97dcdd,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13368,92fa9500bb725a32345cd4dfaa6d236e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13371,931def66629988729a35dee3591c7245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13373,932a19604a59dcce15bc81e9eb242c5d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13374,9348655065d53c6816257b38f4bb9d05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13375,934ae7493522aa4551208ca2e5f6fad7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
13380,934fb150965a13e665ee2ab1c65e713b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13381,93715f94afb115c516d12c1937b4f1d7,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13418,938514b1d85dbee1552772efebf9019c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13420,938c8fcc39db7c208cfec1ec968deea6,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13425,93b0985774ce0b8b1bc1137b6885aa31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
